organism	preparation	original_protein_id	hit	rossman_hit	rossman_family
C. saccharolyticum	lysate	D9RAY0	No	Yes	3.40.50.970
C. saccharolyticum	lysate	D9RAY1	No	Yes	3.40.50.2300
C. saccharolyticum	lysate	D9RAY2	No	No	NA
C. saccharolyticum	lysate	D9RAY3	No	No	NA
C. saccharolyticum	lysate	D9RAY4	No	No	NA
C. saccharolyticum	lysate	D9RAY5	No	No	NA
C. saccharolyticum	lysate	D9RAY6	No	Yes	3.40.50.300
C. saccharolyticum	lysate	D9RAY8	No	Yes	3.40.50.1000
C. saccharolyticum	lysate	D9RAZ1	No	Yes	3.40.50.1780
E. coli IAI1	lysate	P00350	No	Yes	3.40.50.720
E. coli IAI1	lysate	P00363	Yes	No	NA
E. coli IAI1	lysate	P00370	No	Yes	3.40.50.720
E. coli IAI1	lysate	P00393	No	No	NA
E. coli IAI1	lysate	P00448	No	No	NA
E. coli IAI1	lysate	P00452	No	No	NA
E. coli IAI1	lysate	P00490	No	Yes	3.40.50.2000
E. coli IAI1	lysate	P00509	Yes	No	NA
E. coli IAI1	lysate	P00547	No	No	NA
E. coli IAI1	lysate	P00550	No	Yes	3.40.50.2300
E. coli IAI1	lysate	P00561	No	Yes	3.40.50.720
E. coli IAI1	lysate	P00562	No	Yes	3.40.50.720
E. coli IAI1	lysate	P00579	No	No	NA
E. coli IAI1	lysate	P00582	No	Yes	3.40.50.1010
E. coli IAI1	lysate	P00634	No	No	NA
E. coli IAI1	lysate	P00722	No	No	NA
E. coli IAI1	lysate	P00803	No	No	NA
E. coli IAI1	lysate	P00805	No	Yes	3.40.50.1170
E. coli IAI1	lysate	P00811	No	No	NA
E. coli IAI1	lysate	P00864	No	No	NA
E. coli IAI1	lysate	P00887	No	No	NA
E. coli IAI1	lysate	P00888	No	No	NA
E. coli IAI1	lysate	P00893	No	Yes	3.40.50.970
E. coli IAI1	lysate	P00894	No	No	NA
E. coli IAI1	lysate	P00909	No	No	NA
E. coli IAI1	lysate	P00926	No	Yes	3.40.50.1100
E. coli IAI1	lysate	P00934	No	Yes	3.40.50.1100
E. coli IAI1	lysate	P00935	No	No	NA
E. coli IAI1	lysate	P00936	No	No	NA
E. coli IAI1	lysate	P00944	No	No	NA
E. coli IAI1	lysate	P00946	No	No	NA
E. coli IAI1	lysate	P00954	No	Yes	3.40.50.620
E. coli IAI1	lysate	P00956	Yes	Yes	3.40.50.620
E. coli IAI1	lysate	P00957	No	No	NA
E. coli IAI1	lysate	P00959	No	Yes	3.40.50.620
E. coli IAI1	lysate	P00960	Yes	No	NA
E. coli IAI1	lysate	P00961	Yes	No	NA
E. coli IAI1	lysate	P00962	Yes	Yes	3.40.50.620
E. coli IAI1	lysate	P00963	Yes	No	NA
E. coli IAI1	lysate	P00968	No	Yes	3.40.50.1380
E. coli IAI1	lysate	P02358	No	No	NA
E. coli IAI1	lysate	P02359	No	No	NA
E. coli IAI1	lysate	P02413	No	No	NA
E. coli IAI1	lysate	P02916	No	No	NA
E. coli IAI1	lysate	P02918	Yes	No	NA
E. coli IAI1	lysate	P02919	No	No	NA
E. coli IAI1	lysate	P02924	No	Yes	3.40.50.2300
E. coli IAI1	lysate	P02925	No	Yes	3.40.50.2300
E. coli IAI1	lysate	P02929	Yes	No	NA
E. coli IAI1	lysate	P02930	Yes	No	NA
E. coli IAI1	lysate	P02931	Yes	No	NA
E. coli IAI1	lysate	P02943	No	No	NA
E. coli IAI1	lysate	P03004	No	Yes	3.40.50.300
E. coli IAI1	lysate	P03007	No	No	NA
E. coli IAI1	lysate	P03018	No	Yes	3.40.50.300
E. coli IAI1	lysate	P03023	No	Yes	3.40.50.2300
E. coli IAI1	lysate	P03030	No	No	NA
E. coli IAI1	lysate	P03813	No	Yes	3.40.50.1860
E. coli IAI1	lysate	P03817	No	Yes	3.40.50.360
E. coli IAI1	lysate	P03819	No	Yes	3.40.50.720
E. coli IAI1	lysate	P03841	Yes	No	NA
E. coli IAI1	lysate	P04036	No	Yes	3.40.50.720
E. coli IAI1	lysate	P04079	No	Yes	3.40.50.880
E. coli IAI1	lysate	P04335	No	Yes	3.40.50.1820
E. coli IAI1	lysate	P04391	No	Yes	3.40.50.1370
E. coli IAI1	lysate	P04425	No	Yes	3.40.50.20
E. coli IAI1	lysate	P04693	No	No	NA
E. coli IAI1	lysate	P04805	No	Yes	3.40.50.620
E. coli IAI1	lysate	P04816	No	Yes	3.40.50.2300
E. coli IAI1	lysate	P04825	No	No	NA
E. coli IAI1	lysate	P04846	No	No	NA
E. coli IAI1	lysate	P04951	No	No	NA
E. coli IAI1	lysate	P04968	No	Yes	3.40.50.1100
E. coli IAI1	lysate	P04982	No	No	NA
E. coli IAI1	lysate	P04983	No	Yes	3.40.50.300
E. coli IAI1	lysate	P04993	No	Yes	3.40.50.300
E. coli IAI1	lysate	P04994	No	Yes	3.40.50.1970
E. coli IAI1	lysate	P04995	No	No	NA
E. coli IAI1	lysate	P05020	No	No	NA
E. coli IAI1	lysate	P05041	No	No	NA
E. coli IAI1	lysate	P05042	No	No	NA
E. coli IAI1	lysate	P05055	No	No	NA
E. coli IAI1	lysate	P05194	No	No	NA
E. coli IAI1	lysate	P05458	No	No	NA
E. coli IAI1	lysate	P05459	No	Yes	3.40.50.720
E. coli IAI1	lysate	P05523	No	No	NA
E. coli IAI1	lysate	P05637	No	No	NA
E. coli IAI1	lysate	P05707	No	Yes	3.40.50.720
E. coli IAI1	lysate	P05791	No	Yes	3.40.50.2300
E. coli IAI1	lysate	P05793	No	Yes	3.40.50.720
E. coli IAI1	lysate	P05804	No	No	NA
E. coli IAI1	lysate	P05852	No	No	NA
E. coli IAI1	lysate	P06129	No	No	NA
E. coli IAI1	lysate	P06136	No	No	NA
E. coli IAI1	lysate	P06149	No	No	NA
E. coli IAI1	lysate	P06282	No	No	NA
E. coli IAI1	lysate	P06610	No	No	NA
E. coli IAI1	lysate	P06612	Yes	Yes	3.40.50.140
E. coli IAI1	lysate	P06616	No	Yes	3.40.50.300
E. coli IAI1	lysate	P06709	No	No	NA
E. coli IAI1	lysate	P06710	No	Yes	3.40.50.300
E. coli IAI1	lysate	P06715	No	No	NA
E. coli IAI1	lysate	P06720	No	Yes	3.40.50.720
E. coli IAI1	lysate	P06721	No	No	NA
E. coli IAI1	lysate	P06846	No	Yes	3.40.50.2300
E. coli IAI1	lysate	P06959	No	No	NA
E. coli IAI1	lysate	P06961	No	No	NA
E. coli IAI1	lysate	P06966	No	No	NA
E. coli IAI1	lysate	P06968	Yes	No	NA
E. coli IAI1	lysate	P06971	No	No	NA
E. coli IAI1	lysate	P06974	No	No	NA
E. coli IAI1	lysate	P06983	Yes	No	NA
E. coli IAI1	lysate	P06986	No	No	NA
E. coli IAI1	lysate	P06987	No	Yes	3.40.50.1000
E. coli IAI1	lysate	P06988	No	Yes	3.40.50.1980
E. coli IAI1	lysate	P06989	No	No	NA
E. coli IAI1	lysate	P06992	No	Yes	3.40.50.150
E. coli IAI1	lysate	P06993	No	Yes	3.40.50.300
E. coli IAI1	lysate	P06996	Yes	No	NA
E. coli IAI1	lysate	P06999	No	No	NA
E. coli IAI1	lysate	P07000	No	Yes	3.40.50.1820
E. coli IAI1	lysate	P07001	No	Yes	3.40.50.720
E. coli IAI1	lysate	P07003	No	Yes	3.40.50.970
E. coli IAI1	lysate	P07004	No	No	NA
E. coli IAI1	lysate	P07012	No	No	NA
E. coli IAI1	lysate	P07013	No	No	NA
E. coli IAI1	lysate	P07014	No	No	NA
E. coli IAI1	lysate	P07023	No	Yes	3.40.50.720
E. coli IAI1	lysate	P07024	No	No	NA
E. coli IAI1	lysate	P07026	No	No	NA
E. coli IAI1	lysate	P07102	No	Yes	3.40.50.1240
E. coli IAI1	lysate	P07118	No	Yes	3.40.50.620
E. coli IAI1	lysate	P07395	No	No	NA
E. coli IAI1	lysate	P07604	No	Yes	3.40.50.300
E. coli IAI1	lysate	P07623	No	Yes	3.40.50.880
E. coli IAI1	lysate	P07639	No	Yes	3.40.50.1970
E. coli IAI1	lysate	P07648	No	Yes	3.40.50.300
E. coli IAI1	lysate	P07649	No	No	NA
E. coli IAI1	lysate	P07650	No	No	NA
E. coli IAI1	lysate	P07658	No	Yes	3.40.50.740
E. coli IAI1	lysate	P07762	No	No	NA
E. coli IAI1	lysate	P07813	No	Yes	3.40.50.620
E. coli IAI1	lysate	P07862	No	Yes	3.40.50.20
E. coli IAI1	lysate	P07913	No	Yes	3.40.50.720
E. coli IAI1	lysate	P08178	No	No	NA
E. coli IAI1	lysate	P08179	No	Yes	3.40.50.170
E. coli IAI1	lysate	P08192	No	No	NA
E. coli IAI1	lysate	P08194	Yes	No	NA
E. coli IAI1	lysate	P08200	Yes	No	NA
E. coli IAI1	lysate	P08201	Yes	No	NA
E. coli IAI1	lysate	P08202	No	No	NA
E. coli IAI1	lysate	P08204	Yes	No	NA
E. coli IAI1	lysate	P08244	Yes	No	NA
E. coli IAI1	lysate	P08245	Yes	No	NA
E. coli IAI1	lysate	P08312	No	No	NA
E. coli IAI1	lysate	P08331	No	No	NA
E. coli IAI1	lysate	P08373	No	No	NA
E. coli IAI1	lysate	P08390	Yes	Yes	3.40.50.720
E. coli IAI1	lysate	P08394	No	Yes	3.40.50.300
E. coli IAI1	lysate	P08395	No	No	NA
E. coli IAI1	lysate	P08506	No	No	NA
E. coli IAI1	lysate	P08622	No	No	NA
E. coli IAI1	lysate	P08660	No	No	NA
E. coli IAI1	lysate	P08839	No	No	NA
E. coli IAI1	lysate	P09029	No	Yes	3.40.50.20
E. coli IAI1	lysate	P09030	No	No	NA
E. coli IAI1	lysate	P09053	No	No	NA
E. coli IAI1	lysate	P09099	No	No	NA
E. coli IAI1	lysate	P09126	No	Yes	3.40.50.10090
E. coli IAI1	lysate	P09127	Yes	No	NA
E. coli IAI1	lysate	P09147	No	Yes	3.40.50.720
E. coli IAI1	lysate	P09148	Yes	No	NA
E. coli IAI1	lysate	P09151	Yes	No	NA
E. coli IAI1	lysate	P09152	No	Yes	3.40.50.740
E. coli IAI1	lysate	P09155	No	No	NA
E. coli IAI1	lysate	P09158	No	Yes	3.40.50.150
E. coli IAI1	lysate	P09323	No	No	NA
E. coli IAI1	lysate	P09372	No	No	NA
E. coli IAI1	lysate	P09373	No	No	NA
E. coli IAI1	lysate	P09394	No	No	NA
E. coli IAI1	lysate	P09424	No	Yes	3.40.50.720
E. coli IAI1	lysate	P09546	No	No	NA
E. coli IAI1	lysate	P09549	Yes	No	NA
E. coli IAI1	lysate	P09831	No	No	NA
E. coli IAI1	lysate	P09832	No	Yes	3.40.50.720
E. coli IAI1	lysate	P09980	No	Yes	3.40.50.300
E. coli IAI1	lysate	P0A698	No	Yes	3.40.50.300
E. coli IAI1	lysate	P0A6A0	No	No	NA
E. coli IAI1	lysate	P0A6A3	Yes	No	NA
E. coli IAI1	lysate	P0A6A8	Yes	No	NA
E. coli IAI1	lysate	P0A6B4	No	No	NA
E. coli IAI1	lysate	P0A6B7	No	No	NA
E. coli IAI1	lysate	P0A6C1	No	No	NA
E. coli IAI1	lysate	P0A6D0	No	No	NA
E. coli IAI1	lysate	P0A6D3	No	No	NA
E. coli IAI1	lysate	P0A6D7	No	Yes	3.40.50.300
E. coli IAI1	lysate	P0A6E4	No	Yes	3.40.50.620
E. coli IAI1	lysate	P0A6E6	No	No	NA
E. coli IAI1	lysate	P0A6E9	No	Yes	3.40.50.300
E. coli IAI1	lysate	P0A6F1	No	Yes	3.40.50.880
E. coli IAI1	lysate	P0A6F3	No	No	NA
E. coli IAI1	lysate	P0A6F5	No	No	NA
E. coli IAI1	lysate	P0A6F9	No	No	NA
E. coli IAI1	lysate	P0A6G3	No	No	NA
E. coli IAI1	lysate	P0A6G7	No	No	NA
E. coli IAI1	lysate	P0A6H1	No	Yes	3.40.50.300
E. coli IAI1	lysate	P0A6H5	Yes	Yes	3.40.50.300
E. coli IAI1	lysate	P0A6H8	No	No	NA
E. coli IAI1	lysate	P0A6I0	No	Yes	3.40.50.300
E. coli IAI1	lysate	P0A6I3	No	Yes	3.40.50.300
E. coli IAI1	lysate	P0A6I6	No	Yes	3.40.50.620
E. coli IAI1	lysate	P0A6I9	No	Yes	3.40.50.300
E. coli IAI1	lysate	P0A6J5	No	Yes	3.40.50.720
E. coli IAI1	lysate	P0A6J8	No	Yes	3.40.50.20
E. coli IAI1	lysate	P0A6K1	Yes	No	NA
E. coli IAI1	lysate	P0A6K3	No	No	NA
E. coli IAI1	lysate	P0A6K6	No	No	NA
E. coli IAI1	lysate	P0A6L0	No	No	NA
E. coli IAI1	lysate	P0A6L2	No	No	NA
E. coli IAI1	lysate	P0A6L4	No	No	NA
E. coli IAI1	lysate	P0A6L7	No	Yes	3.40.50.720
E. coli IAI1	lysate	P0A6L9	No	No	NA
E. coli IAI1	lysate	P0A6M2	No	No	NA
E. coli IAI1	lysate	P0A6M4	No	No	NA
E. coli IAI1	lysate	P0A6M8	No	Yes	3.40.50.300
E. coli IAI1	lysate	P0A6N4	No	No	NA
E. coli IAI1	lysate	P0A6N8	No	No	NA
E. coli IAI1	lysate	P0A6P1	No	No	NA
E. coli IAI1	lysate	P0A6P5	No	Yes	3.40.50.300
E. coli IAI1	lysate	P0A6P7	No	Yes	3.40.50.300
E. coli IAI1	lysate	P0A6P9	No	No	NA
E. coli IAI1	lysate	P0A6Q3	Yes	No	NA
E. coli IAI1	lysate	P0A6Q6	No	No	NA
E. coli IAI1	lysate	P0A6R0	No	No	NA
E. coli IAI1	lysate	P0A6R3	Yes	No	NA
E. coli IAI1	lysate	P0A6S5	Yes	No	NA
E. coli IAI1	lysate	P0A6S7	No	Yes	3.40.50.720
E. coli IAI1	lysate	P0A6T1	No	Yes	3.40.50.10490
E. coli IAI1	lysate	P0A6T3	Yes	No	NA
E. coli IAI1	lysate	P0A6T5	No	No	NA
E. coli IAI1	lysate	P0A6T9	No	No	NA
E. coli IAI1	lysate	P0A6U3	No	No	NA
E. coli IAI1	lysate	P0A6U5	No	Yes	3.40.50.150
E. coli IAI1	lysate	P0A6U8	No	Yes	3.40.50.2000
E. coli IAI1	lysate	P0A6V1	No	No	NA
E. coli IAI1	lysate	P0A6V8	No	No	NA
E. coli IAI1	lysate	P0A6W0	Yes	No	NA
E. coli IAI1	lysate	P0A6W3	No	No	NA
E. coli IAI1	lysate	P0A6W5	No	No	NA
E. coli IAI1	lysate	P0A6W9	No	No	NA
E. coli IAI1	lysate	P0A6X1	No	Yes	3.40.50.720
E. coli IAI1	lysate	P0A6X3	No	No	NA
E. coli IAI1	lysate	P0A6X7	No	No	NA
E. coli IAI1	lysate	P0A6Y1	No	No	NA
E. coli IAI1	lysate	P0A6Y5	No	No	NA
E. coli IAI1	lysate	P0A6Y8	No	No	NA
E. coli IAI1	lysate	P0A6Z1	No	No	NA
E. coli IAI1	lysate	P0A6Z3	No	No	NA
E. coli IAI1	lysate	P0A6Z6	No	No	NA
E. coli IAI1	lysate	P0A705	No	Yes	3.40.50.10050
E. coli IAI1	lysate	P0A707	No	No	NA
E. coli IAI1	lysate	P0A715	Yes	No	NA
E. coli IAI1	lysate	P0A717	Yes	Yes	3.40.50.2020
E. coli IAI1	lysate	P0A720	No	Yes	3.40.50.300
E. coli IAI1	lysate	P0A722	No	No	NA
E. coli IAI1	lysate	P0A725	No	No	NA
E. coli IAI1	lysate	P0A729	No	No	NA
E. coli IAI1	lysate	P0A731	No	Yes	3.40.50.1380
E. coli IAI1	lysate	P0A734	No	No	NA
E. coli IAI1	lysate	P0A738	No	No	NA
E. coli IAI1	lysate	P0A742	Yes	No	NA
E. coli IAI1	lysate	P0A744	No	No	NA
E. coli IAI1	lysate	P0A746	No	No	NA
E. coli IAI1	lysate	P0A749	No	No	NA
E. coli IAI1	lysate	P0A752	No	Yes	3.40.50.620
E. coli IAI1	lysate	P0A759	Yes	Yes	3.40.50.1360
E. coli IAI1	lysate	P0A761	No	No	NA
E. coli IAI1	lysate	P0A763	No	No	NA
E. coli IAI1	lysate	P0A776	No	No	NA
E. coli IAI1	lysate	P0A780	No	No	NA
E. coli IAI1	lysate	P0A784	Yes	No	NA
E. coli IAI1	lysate	P0A786	No	Yes	3.40.50.1370
E. coli IAI1	lysate	P0A790	Yes	No	NA
E. coli IAI1	lysate	P0A794	Yes	No	NA
E. coli IAI1	lysate	P0A796	No	Yes	3.40.50.450
E. coli IAI1	lysate	P0A799	No	Yes	3.40.50.1260
E. coli IAI1	lysate	P0A7A2	No	Yes	3.40.50.1240
E. coli IAI1	lysate	P0A7A5	No	Yes	3.40.50.150
E. coli IAI1	lysate	P0A7A7	No	No	NA
E. coli IAI1	lysate	P0A7A9	No	No	NA
E. coli IAI1	lysate	P0A7B1	Yes	No	NA
E. coli IAI1	lysate	P0A7B3	Yes	Yes	3.40.50.10330
E. coli IAI1	lysate	P0A7B5	No	No	NA
E. coli IAI1	lysate	P0A7B8	No	No	NA
E. coli IAI1	lysate	P0A7C2	No	No	NA
E. coli IAI1	lysate	P0A7C6	No	Yes	3.40.50.880
E. coli IAI1	lysate	P0A7D1	No	Yes	3.40.50.1470
E. coli IAI1	lysate	P0A7D4	No	No	NA
E. coli IAI1	lysate	P0A7D7	No	No	NA
E. coli IAI1	lysate	P0A7E1	No	No	NA
E. coli IAI1	lysate	P0A7E3	No	Yes	3.40.50.2020
E. coli IAI1	lysate	P0A7E5	No	Yes	3.40.50.880
E. coli IAI1	lysate	P0A7E9	No	No	NA
E. coli IAI1	lysate	P0A7F3	No	No	NA
E. coli IAI1	lysate	P0A7F6	No	No	NA
E. coli IAI1	lysate	P0A7F9	No	No	NA
E. coli IAI1	lysate	P0A7G2	No	No	NA
E. coli IAI1	lysate	P0A7G6	No	Yes	3.40.50.300
E. coli IAI1	lysate	P0A7H6	No	No	NA
E. coli IAI1	lysate	P0A7I0	No	No	NA
E. coli IAI1	lysate	P0A7I4	No	Yes	3.40.50.300
E. coli IAI1	lysate	P0A7I7	No	No	NA
E. coli IAI1	lysate	P0A7J0	No	No	NA
E. coli IAI1	lysate	P0A7J3	No	No	NA
E. coli IAI1	lysate	P0A7J7	No	No	NA
E. coli IAI1	lysate	P0A7K2	Yes	No	NA
E. coli IAI1	lysate	P0A7K6	No	No	NA
E. coli IAI1	lysate	P0A7L0	No	Yes	3.40.50.790
E. coli IAI1	lysate	P0A7L3	No	No	NA
E. coli IAI1	lysate	P0A7L8	No	No	NA
E. coli IAI1	lysate	P0A7M2	No	No	NA
E. coli IAI1	lysate	P0A7M6	Yes	No	NA
E. coli IAI1	lysate	P0A7M9	No	No	NA
E. coli IAI1	lysate	P0A7N1	No	No	NA
E. coli IAI1	lysate	P0A7N4	Yes	No	NA
E. coli IAI1	lysate	P0A7N9	No	No	NA
E. coli IAI1	lysate	P0A7P5	Yes	No	NA
E. coli IAI1	lysate	P0A7Q1	Yes	No	NA
E. coli IAI1	lysate	P0A7Q6	Yes	No	NA
E. coli IAI1	lysate	P0A7R1	No	No	NA
E. coli IAI1	lysate	P0A7R5	Yes	No	NA
E. coli IAI1	lysate	P0A7R9	No	No	NA
E. coli IAI1	lysate	P0A7S3	No	No	NA
E. coli IAI1	lysate	P0A7S9	No	No	NA
E. coli IAI1	lysate	P0A7T3	Yes	No	NA
E. coli IAI1	lysate	P0A7T7	No	No	NA
E. coli IAI1	lysate	P0A7U3	No	No	NA
E. coli IAI1	lysate	P0A7U7	No	No	NA
E. coli IAI1	lysate	P0A7V0	No	Yes	3.40.50.10490
E. coli IAI1	lysate	P0A7V3	No	No	NA
E. coli IAI1	lysate	P0A7V8	No	No	NA
E. coli IAI1	lysate	P0A7W1	No	No	NA
E. coli IAI1	lysate	P0A7W7	No	No	NA
E. coli IAI1	lysate	P0A7X3	No	No	NA
E. coli IAI1	lysate	P0A7X6	No	No	NA
E. coli IAI1	lysate	P0A7Y0	No	No	NA
E. coli IAI1	lysate	P0A7Y4	No	No	NA
E. coli IAI1	lysate	P0A7Y8	No	No	NA
E. coli IAI1	lysate	P0A7Z0	No	Yes	3.40.50.1360
E. coli IAI1	lysate	P0A7Z4	No	No	NA
E. coli IAI1	lysate	P0A800	Yes	No	NA
E. coli IAI1	lysate	P0A805	No	No	NA
E. coli IAI1	lysate	P0A809	No	No	NA
E. coli IAI1	lysate	P0A812	No	Yes	3.40.50.300
E. coli IAI1	lysate	P0A817	No	No	NA
E. coli IAI1	lysate	P0A821	No	No	NA
E. coli IAI1	lysate	P0A823	No	No	NA
E. coli IAI1	lysate	P0A825	No	No	NA
E. coli IAI1	lysate	P0A830	No	No	NA
E. coli IAI1	lysate	P0A832	No	No	NA
E. coli IAI1	lysate	P0A836	No	Yes	3.40.50.261
E. coli IAI1	lysate	P0A840	No	No	NA
E. coli IAI1	lysate	P0A843	No	No	NA
E. coli IAI1	lysate	P0A847	No	No	NA
E. coli IAI1	lysate	P0A850	No	No	NA
E. coli IAI1	lysate	P0A853	No	No	NA
E. coli IAI1	lysate	P0A855	No	Yes	3.40.50.10070
E. coli IAI1	lysate	P0A858	Yes	No	NA
E. coli IAI1	lysate	P0A862	Yes	No	NA
E. coli IAI1	lysate	P0A867	No	No	NA
E. coli IAI1	lysate	P0A870	Yes	No	NA
E. coli IAI1	lysate	P0A873	Yes	No	NA
E. coli IAI1	lysate	P0A877	No	No	NA
E. coli IAI1	lysate	P0A879	Yes	Yes	3.40.50.1100
E. coli IAI1	lysate	P0A881	Yes	No	NA
E. coli IAI1	lysate	P0A884	Yes	No	NA
E. coli IAI1	lysate	P0A887	No	Yes	3.40.50.150
E. coli IAI1	lysate	P0A890	Yes	No	NA
E. coli IAI1	lysate	P0A894	No	Yes	3.40.50.300
E. coli IAI1	lysate	P0A898	Yes	No	NA
E. coli IAI1	lysate	P0A8A0	No	No	NA
E. coli IAI1	lysate	P0A8A2	No	No	NA
E. coli IAI1	lysate	P0A8A4	No	Yes	3.40.50.300
E. coli IAI1	lysate	P0A8A8	No	No	NA
E. coli IAI1	lysate	P0A8B2	No	No	NA
E. coli IAI1	lysate	P0A8B5	Yes	No	NA
E. coli IAI1	lysate	P0A8C1	Yes	No	NA
E. coli IAI1	lysate	P0A8D0	No	No	NA
E. coli IAI1	lysate	P0A8D3	No	No	NA
E. coli IAI1	lysate	P0A8D6	No	No	NA
E. coli IAI1	lysate	P0A8E1	No	Yes	3.40.50.1820
E. coli IAI1	lysate	P0A8E5	No	No	NA
E. coli IAI1	lysate	P0A8E7	No	No	NA
E. coli IAI1	lysate	P0A8F0	No	Yes	3.40.50.2020
E. coli IAI1	lysate	P0A8F4	No	Yes	3.40.50.300
E. coli IAI1	lysate	P0A8F8	No	Yes	3.40.50.300
E. coli IAI1	lysate	P0A8G0	No	No	NA
E. coli IAI1	lysate	P0A8G3	No	No	NA
E. coli IAI1	lysate	P0A8G6	No	Yes	3.40.50.360
E. coli IAI1	lysate	P0A8G9	Yes	No	NA
E. coli IAI1	lysate	P0A8H6	No	No	NA
E. coli IAI1	lysate	P0A8I1	No	No	NA
E. coli IAI1	lysate	P0A8I3	No	No	NA
E. coli IAI1	lysate	P0A8I5	No	Yes	3.40.50.150
E. coli IAI1	lysate	P0A8I8	No	No	NA
E. coli IAI1	lysate	P0A8J2	Yes	No	NA
E. coli IAI1	lysate	P0A8J4	Yes	No	NA
E. coli IAI1	lysate	P0A8J8	No	Yes	3.40.50.300
E. coli IAI1	lysate	P0A8K1	No	No	NA
E. coli IAI1	lysate	P0A8K5	Yes	No	NA
E. coli IAI1	lysate	P0A8L1	No	No	NA
E. coli IAI1	lysate	P0A8M0	No	No	NA
E. coli IAI1	lysate	P0A8M3	No	Yes	3.40.50.800
E. coli IAI1	lysate	P0A8M6	No	No	NA
E. coli IAI1	lysate	P0A8N0	No	No	NA
E. coli IAI1	lysate	P0A8N3	No	No	NA
E. coli IAI1	lysate	P0A8N5	No	No	NA
E. coli IAI1	lysate	P0A8N7	No	No	NA
E. coli IAI1	lysate	P0A8P3	No	No	NA
E. coli IAI1	lysate	P0A8P8	No	No	NA
E. coli IAI1	lysate	P0A8Q0	No	No	NA
E. coli IAI1	lysate	P0A8Q3	No	No	NA
E. coli IAI1	lysate	P0A8R0	No	No	NA
E. coli IAI1	lysate	P0A8R4	Yes	No	NA
E. coli IAI1	lysate	P0A8R7	No	No	NA
E. coli IAI1	lysate	P0A8R9	No	No	NA
E. coli IAI1	lysate	P0A8S1	No	No	NA
E. coli IAI1	lysate	P0A8T1	No	Yes	3.40.50.150
E. coli IAI1	lysate	P0A8T7	No	No	NA
E. coli IAI1	lysate	P0A8U2	No	No	NA
E. coli IAI1	lysate	P0A8U6	No	No	NA
E. coli IAI1	lysate	P0A8V0	No	No	NA
E. coli IAI1	lysate	P0A8V2	No	No	NA
E. coli IAI1	lysate	P0A8V6	No	No	NA
E. coli IAI1	lysate	P0A8W0	Yes	No	NA
E. coli IAI1	lysate	P0A8W2	Yes	No	NA
E. coli IAI1	lysate	P0A8W5	No	No	NA
E. coli IAI1	lysate	P0A8W8	No	No	NA
E. coli IAI1	lysate	P0A8X0	No	No	NA
E. coli IAI1	lysate	P0A8X2	Yes	No	NA
E. coli IAI1	lysate	P0A8Y3	No	Yes	3.40.50.1000
E. coli IAI1	lysate	P0A8Y5	No	Yes	3.40.50.1000
E. coli IAI1	lysate	P0A8Z0	No	No	NA
E. coli IAI1	lysate	P0A8Z3	No	No	NA
E. coli IAI1	lysate	P0A8Z7	No	Yes	3.40.50.1820
E. coli IAI1	lysate	P0A903	No	No	NA
E. coli IAI1	lysate	P0A905	No	No	NA
E. coli IAI1	lysate	P0A908	No	No	NA
E. coli IAI1	lysate	P0A910	Yes	No	NA
E. coli IAI1	lysate	P0A912	No	No	NA
E. coli IAI1	lysate	P0A915	No	No	NA
E. coli IAI1	lysate	P0A917	Yes	No	NA
E. coli IAI1	lysate	P0A921	No	No	NA
E. coli IAI1	lysate	P0A927	No	No	NA
E. coli IAI1	lysate	P0A932	No	No	NA
E. coli IAI1	lysate	P0A935	No	No	NA
E. coli IAI1	lysate	P0A940	No	No	NA
E. coli IAI1	lysate	P0A948	No	No	NA
E. coli IAI1	lysate	P0A951	No	No	NA
E. coli IAI1	lysate	P0A953	No	No	NA
E. coli IAI1	lysate	P0A955	No	No	NA
E. coli IAI1	lysate	P0A959	No	No	NA
E. coli IAI1	lysate	P0A962	No	Yes	3.40.50.1170
E. coli IAI1	lysate	P0A968	No	No	NA
E. coli IAI1	lysate	P0A972	Yes	No	NA
E. coli IAI1	lysate	P0A988	No	No	NA
E. coli IAI1	lysate	P0A991	No	No	NA
E. coli IAI1	lysate	P0A993	Yes	No	NA
E. coli IAI1	lysate	P0A996	No	No	NA
E. coli IAI1	lysate	P0A998	Yes	No	NA
E. coli IAI1	lysate	P0A9A6	No	Yes	3.40.50.1440
E. coli IAI1	lysate	P0A9A9	No	No	NA
E. coli IAI1	lysate	P0A9B2	Yes	Yes	3.40.50.720
E. coli IAI1	lysate	P0A9B6	No	Yes	3.40.50.720
E. coli IAI1	lysate	P0A9C0	No	Yes	3.40.50.720
E. coli IAI1	lysate	P0A9C3	No	No	NA
E. coli IAI1	lysate	P0A9C5	Yes	No	NA
E. coli IAI1	lysate	P0A9C9	No	No	NA
E. coli IAI1	lysate	P0A9D2	No	No	NA
E. coli IAI1	lysate	P0A9D4	No	No	NA
E. coli IAI1	lysate	P0A9D8	No	No	NA
E. coli IAI1	lysate	P0A9E0	No	No	NA
E. coli IAI1	lysate	P0A9E5	No	No	NA
E. coli IAI1	lysate	P0A9F1	No	No	NA
E. coli IAI1	lysate	P0A9F3	No	No	NA
E. coli IAI1	lysate	P0A9F6	No	No	NA
E. coli IAI1	lysate	P0A9G2	No	No	NA
E. coli IAI1	lysate	P0A9G4	No	No	NA
