KEGG id,Name,Sum formula,Monoisotopic mass,CAS number,PubChem id,ChEBI id,KNApSAcK id
cpd:C07783,Dexchlorpheniramine maleate,C16H19ClN2.,390.1346,2438-32-6,9985,4465,n.a.
cpd:C07784,Diphenhydramine hydrochloride,C17H21NO.,291.139,147-24-0,9986,n.a,n.a.
cpd:C07785,Emedastine,C17H26N4O,302.2107,87233-61-2,9987,4779,n.a.
cpd:C07789,Olopatadine,C21H23NO3,337.1678,113806-05-6,9991,7769,n.a.
cpd:C07790,Phenindamine,C19H19N,261.1518,82-88-2,9992,8065,n.a.
cpd:C07792,Naratriptan,C17H25N3O2S,335.1667,121679-13-8,9994,7478,n.a.
cpd:C07798,Dihydroergotamine,C33H37N5O5,583.2795,511-12-6,10000,4562,n.a.
cpd:C07805,Formoterol,C19H24N2O4,344.1736,73573-87-2,10007,5147,n.a.
cpd:C07807,Pirbuterol,C12H20N2O3,240.1474,38677-81-5,10009,8245,n.a.
cpd:C07809,Flavoxate,C24H25NO4,391.1784,15301-69-6,10011,5088,n.a.
cpd:C07811,Hexocyclium,C20H33N2O,317.2593,6004-98-4,10013,5707,n.a.
cpd:C07813,Beclomethasone dipropionate,C28H37ClO7,520.2228,08/09/5534,10015,3002,n.a.
cpd:C07814,Homatropine,C16H21NO3,275.1521,87-00-3,10016,5747,n.a.
cpd:C07815,Fluticasone,C22H27F3O4S,444.1582,90566-53-3,10017,5134,n.a.
cpd:C07816,Mometasone,C22H28Cl2O4,426.1365,105102-22-5,10018,6970,n.a.
cpd:C07817,Mometasone furoate,C27H30Cl2O6,520.1419,83919-23-7,10019,47564,n.a.
cpd:C07818,Mepenzolate,C21H26NO3,340.1913,25990-43-6,10020,6752,n.a.
cpd:C07819,Dyphylline,C10H14N4O4,254.1015,479-18-5,10021,4728,C00030143
cpd:C07825,Flumazenil,C15H14FN3O3,303.1019,78755-81-4,10027,5103,n.a.
cpd:C07826,Aprobarbital,C10H14N2O3,210.1004,77-02-1,10028,2791,n.a.
cpd:C07827,Butabarbital,C10H16N2O3,212.1161,125-40-6,10029,3228,n.a.
cpd:C07829,Mephobarbital,C13H14N2O3,246.1004,115-38-8,10031,6758,n.a.
cpd:C07832,Ethinamate,C9H13NO2,167.0946,126-52-3,10034,4884,n.a.
cpd:C07833,Ethchlorvynol,C7H9ClO,144.0342,113-18-8,10035,4882,n.a.
cpd:C07834,Paraldehyde,C6H12O3,132.0786,123-63-7,10036,27909,n.a.
cpd:C07836,D-glycero-beta-D-manno-Heptose 7-phosphate,C7H15O10P,290.0403,n.a,10038,28723,n.a.
cpd:C07837,Fomepizole,C4H6N2,82.0531,7554-65-6,10039,5141,n.a.
cpd:C07838,D-glycero-beta-D-manno-Heptose 1-phosphate,C7H15O10P,290.0403,n.a,10040,28137,n.a.
cpd:C07839,Ethotoin,C11H12N2O2,204.0899,86-35-1,10041,4888,n.a.
cpd:C07840,Fosphenytoin,C16H15N2O6P,362.0668,93390-81-9,10042,5165,n.a.
cpd:C07841,Levetiracetam,C8H14N2O2,170.1055,102767-28-2,10043,6437,n.a.
cpd:C07843,Ketamine hydrochloride,C13H16ClNO.,273.0687,1867-66-9,10045,n.a,n.a.
cpd:C07844,Methohexital,C14H18N2O3,262.1317,151-83-7,10046,102216,n.a.
cpd:C07846,Thiamylal,C12H18N2O2S,254.1089,77-27-0,10048,9536,n.a.
cpd:C07849,Methantheline,C21H26NO3,340.1913,5818-17-7,10051,6817,n.a.
cpd:C07851,Oxyphencyclimine,C20H28N2O3,344.21,125-53-1,10053,7868,n.a.
cpd:C07852,Propiverine,C23H29NO3,367.2147,60569-19-9,10054,8493,n.a.
cpd:C07853,Clidinium,C22H26NO3,352.1913,7020-55-5,10055,3743,n.a.
cpd:C07861,Tridihexethyl,C21H36NO,318.2797,60-49-1,10063,9701,n.a.
cpd:C07862,Tridihexethyl iodide,C21H36NO.,445.1842,125-99-5,10064,9704,n.a.
cpd:C07864,Rabeprazole,C18H21N3O3S,359.1304,117976-89-3,10066,8768,n.a.
cpd:C07865,Rabeprazole sodium,C18H20N3O3S.,381.1123,117976-90-6,10067,8769,n.a.
cpd:C07866,Dolasetron,C19H20N2O3,324.1474,115956-12-2,10068,4682,n.a.
cpd:C07868,Metoclopramide,C14H22ClN3O2,299.1401,364-62-5,10070,107736,n.a.
cpd:C07870,Bismuth subsalicylate,C7H5BiO4,361.9992,14882-18-9,10072,261649,n.a.
cpd:C07871,Difenoxin,C28H28N2O2,424.2151,28782-42-5,10073,4534,n.a.
cpd:C07872,Diphenoxylate,C30H32N2O2,452.2464,915-30-0,10074,4639,n.a.
cpd:C07874,"1,4-Bis(2-ethylhexyl) sulfosuccinate",C20H38O7S,422.2338,10041-19-7,10076,534,n.a.
cpd:C07875,Butamben,C11H15NO2,193.1103,94-25-7,10077,3231,n.a.
cpd:C07876,Magnesium hydroxide,Mg(OH)2,57.9905,1309-42-8,10078,6637,n.a.
cpd:C07877,Chloroprocaine,C13H19ClN2O2,270.1135,133-16-4,10079,3636,n.a.
cpd:C07879,Dibucaine,C20H29N3O2,343.226,85-79-0,10081,247956,n.a.
cpd:C07880,Ursodiol,C24H40O4,392.2927,128-13-2,10082,9907,C00032464
cpd:C07881,Dyclonine,C18H27NO2,289.2042,586-60-7,10083,4724,n.a.
cpd:C07884,Dextroamphetamine,C9H13N,135.1048,51-64-9,10086,4469,n.a.
cpd:C07886,Brimonidine,C11H10BrN5,291.012,59803-98-4,10088,3175,n.a.
cpd:C07887,"L-(-)-1-Butyl-2',6'-pipecoloxylidide",C18H28N2O,288.2202,27262-47-1,10089,6149,n.a.
cpd:C07888,Cyclophosphamide,C7H15Cl2N2O2P,260.0248,50-18-0,10090,4027,n.a.
cpd:C07889,Mephentermine,C11H17N,163.1361,100-92-5,10091,6755,n.a.
cpd:C07890,Midodrine,C12H18N2O4,254.1267,42794-76-3,10092,6933,n.a.
cpd:C07892,Pramoxine,C17H27NO3,293.1991,140-65-8,10094,8357,n.a.
cpd:C07894,Procaine hydrochloride,C13H20N2O2.,272.1292,51-05-8,10096,8431,n.a.
cpd:C07895,Propoxycaine,C16H26N2O3,294.1943,86-43-1,10097,8496,n.a.
cpd:C07897,Etanercept,n.a.,0,185243-69-0,10099,n.a,n.a.
cpd:C07898,Naphazoline hydrochloride,C14H14N2.,246.0924,550-99-2,10100,7470,n.a.
cpd:C07899,Pemoline,C9H8N2O2,176.0586,2152-34-3,10101,7953,n.a.
cpd:C07903,Interleukin-2,n.a.,0,110942-02-4,10105,n.a,n.a.
cpd:C07904,Phendimetrazine,C12H17NO,191.131,634-03-7,10106,8059,n.a.
cpd:C07905,Leflunomide,C12H9F3N2O2,270.0616,75706-12-6,10107,6402,n.a.
cpd:C07906,Levamisole hydrochloride,C11H12N2S.,240.0488,16595-80-5,10108,6433,n.a.
cpd:C07908,Mycophenolate mofetil,C23H31NO7,433.2101,128794-94-5,10110,8764,n.a.
cpd:C07909,Sirolimus,C51H79NO13,913.5551,53123-88-9,10111,9168,C00018055
cpd:C07910,Thalidomide,C13H10N2O4,258.0641,50-35-1,10112,74947,n.a.
cpd:C07911,Phenylpropanolamine,C9H13NO,151.0997,14838-15-4,10113,8104,n.a.
cpd:C07912,Tetrahydrozoline,C13H16N2,200.1313,84-22-0,10114,28674,n.a.
cpd:C07913,Xylometazoline,C16H24N2,244.1939,526-36-3,10115,10082,n.a.
cpd:C07914,Levobunolol,C17H25NO3,291.1834,47141-42-4,10116,6438,n.a.
cpd:C07915,Metipranolol,C17H27NO4,309.194,22664-55-7,10117,6897,n.a.
cpd:C07919,Metocurine,C40H48N2O6,652.3512,5152-30-7,10121,6900,n.a.
cpd:C07921,Metyrosine,C10H13NO3,195.0895,672-87-7,10123,6912,n.a.
cpd:C07927,Carisoprodol,C12H24N2O4,260.1736,78-44-4,10129,3419,n.a.
cpd:C07928,Chlorphenesin,C9H11ClO3,202.0397,104-29-0,10130,3642,n.a.
cpd:C07930,Chlorphenesin carbamate,C10H12ClNO4,245.0455,886-74-8,10132,3643,n.a.
cpd:C07931,Chlorzoxazone,C7H4ClNO2,168.9931,95-25-0,10133,3655,n.a.
cpd:C07933,Dantrolene sodium anhydrous,C14H9N4O5.,336.0471,14663-23-1,10135,4318,n.a.
cpd:C07934,Metaxalone,C12H15NO3,221.1052,1665-48-1,10136,6797,n.a.
cpd:C07935,Orphenadrine,C18H23NO,269.178,83-98-7,10137,7789,n.a.
cpd:C07937,Riluzole,C8H5F3N2OS,234.0075,1744-22-5,10139,8863,n.a.
cpd:C07939,Amantadine hydrochloride,C10H17N.,187.1128,665-66-7,10141,2619,n.a.
cpd:C07941,Biperiden,C21H29NO,311.2249,514-65-8,10143,3112,n.a.
cpd:C07943,Entacapone,C14H15N3O5,305.1012,130929-57-6,10145,4798,n.a.
cpd:C07946,Botulinum toxin type A,n.a.,0,93384-43-1,10147,3160,n.a.
cpd:C07949,Tolcapone,C14H11NO5,273.0637,134308-13-7,10150,63630,n.a.
cpd:C07952,Chlorpromazine hydrochloride,C17H19ClN2S.,354.0724,69-09-0,10153,3649,n.a.
cpd:C07953,Chlorprothixene,C18H18ClNS,315.0848,113-59-7,10154,3651,n.a.
cpd:C07955,Fluphenazine enanthate,C29H38F3N3O2S,549.2637,2746-81-8,10156,5125,n.a.
cpd:C07956,Fluphenazine depot,C32H44F3N3O2S,591.3106,5002-47-1,10157,5124,n.a.
cpd:C07964,Lithium carbonate,Li2CO3,74.0168,554-13-2,10165,6504,n.a.
cpd:C07965,Tirofiban,C22H36N2O5S,440.2345,144494-65-5,10166,9605,n.a.
cpd:C07966,Cerivastatin,C26H34FNO5,459.2421,145599-86-6,10167,3558,n.a.
cpd:C07967,Bithionol,C12H6Cl4O2S,353.8843,97-18-7,10168,3131,n.a.
cpd:C07968,Diethylcarbamazine,C10H21N3O,199.1685,90-89-1,10169,4527,n.a.
cpd:C07971,Metrifonate,C4H8Cl3O4P,255.9226,52-68-6,10172,6908,n.a.
cpd:C07973,Piperazine,C4H10N2,86.0844,110-85-0,10174,28568,n.a.
cpd:C07974,Suramin,C51H40N6O23S6,1296.0469,145-63-1,10175,45906,n.a.
cpd:C07982,Imipramine hydrochloride,C19H24N2.,316.1706,113-52-0,10183,5882,n.a.
cpd:C07995,Magnesium salicylate,C14H10MgO6,298.0328,18917-89-0,10196,6640,n.a.
cpd:C07996,Dehydroemetine,C29H38N2O4,478.2832,4914-30-1,10197,4363,n.a.
cpd:C07997,Eflornithine,C6H12F2N2O2,182.0867,67037-37-0,10198,41948,n.a.
cpd:C07999,Furazolidone,C8H7N3O5,225.0386,67-45-8,10200,5195,n.a.
cpd:C08001,Melarsoprol,C12H15AsN6OS2,397.9965,494-79-1,10202,6729,n.a.
cpd:C08002,Nifurtimox,C10H13N3O5S,287.0576,23256-30-6,10203,7566,n.a.
cpd:C08005,Alfentanil,C21H32N6O3,416.2536,71195-58-9,10205,2569,n.a.
cpd:C08007,Buprenorphine,C29H41NO4,467.3036,52485-79-7,10207,3216,n.a.
cpd:C08010,Dezocine,C16H23NO,245.178,53648-55-8,10210,4474,n.a.
cpd:C08012,Levomethadyl acetate,C23H31NO2,353.2355,1477-40-3,10212,6441,n.a.
cpd:C08014,Levorphanol,C17H23NO,257.178,77-07-6,10214,6444,n.a.
cpd:C08018,Oxycodone,C18H21NO4,315.1471,76-42-6,10218,7852,n.a.
cpd:C08019,Oxymorphone,C17H19NO4,301.1314,76-41-5,10219,7865,n.a.
cpd:C08021,Remifentanil,C20H28N2O5,376.1998,132875-61-7,10221,8802,n.a.
cpd:C08022,Sufentanil,C22H30N2O2S,386.2028,56030-54-7,10222,9316,n.a.
cpd:C08024,Hydrocodone,C18H21NO3,299.1521,125-29-1,10224,5779,n.a.
cpd:C08026,Oxycodone hydrochloride,C18H21NO4.,351.1237,124-90-3,10226,7859,n.a.
cpd:C08027,Nalmefene,C21H25NO3,339.1834,55096-26-9,10227,7457,n.a.
cpd:C08029,Methacycline hydrochloride,C22H22N2O8.,478.1143,3963-95-9,10229,6806,n.a.
cpd:C08031,Erythromycin estolate,C40H71NO14.,1055.6426,3521-62-8,10231,4846,n.a.
cpd:C08032,Quinupristin,C53H67N9O10S,1021.4732,120138-50-3,10232,8732,n.a.
cpd:C08033,Dalfopristin,C34H50N4O9S,690.3299,112362-50-2,10233,4309,n.a.
cpd:C08034,Quinupristin-dalfopristin,C53H67N9O10S.,1711.803,126602-89-9,10234,8733,n.a.
cpd:C08037,Benzalkonium chloride,C9H13NR.,0,8001-54-5,10237,3020,n.a.
cpd:C08038,Chlorhexidine gluconate,C22H30Cl2N10.,896.3198,18472-51-0,10238,n.a,n.a.
cpd:C08039,Hexachlorophene,C13H6Cl6O2,403.8499,70-30-4,10239,5693,n.a.
cpd:C08040,Iodine aqueous,KI3,419.6771,12298-68-9,10240,5948,n.a.
cpd:C08042,Nitrofurazone,C6H6N4O4,198.0389,59-87-0,10242,44368,n.a.
cpd:C08043,Povidone-iodine,xI2.,0,25655-41-8,10243,8347,n.a.
cpd:C08046,Kanamycin sulfate,C18H36N4O11.,582.2054,25389-94-0,10246,6109,n.a.
cpd:C08050,Sulfamethizole,C9H10N4O2S2,270.0245,144-82-1,10250,9331,n.a.
cpd:C08051,Sulfacetamide sodium anhydrous,C8H9N2O3S.,236.0232,127-56-0,10251,9327,n.a.
cpd:C08052,Cinoxacin,C12H10N2O5,262.059,28657-80-9,10252,3716,n.a.
cpd:C08053,Lomefloxacin hydrochloride,C17H19F2N3O3.,387.1161,98079-52-8,10253,6518,n.a.
cpd:C08054,Moxifloxacin hydrochloride,C21H24FN3O4.,437.1518,186826-86-8,10254,7008,n.a.
cpd:C08055,Aminosalicylate sodium anhydrous,C7H6NO3.,175.0245,133-10-8,10255,2661,n.a.
cpd:C08057,Cycloserine,C3H6N2O2,102.0429,68-41-7,10257,40009,n.a.
cpd:C08059,Rifapentine,C47H64N4O12,876.4521,61379-65-5,10259,45304,n.a.
cpd:C08060,Carbazole,C12H9N,167.0735,86-74-8,10260,27543,C00024693
cpd:C08061,"2'-Aminobiphenyl-2,3-diol",C12H11NO2,201.079,n.a,10261,29010,n.a.
cpd:C08062,"2-Hydroxy-6-oxo-(2'-aminophenyl)-hexa-2,4-dienoate",C12H11NO4,233.0688,n.a,10262,36537,n.a.
cpd:C08063,"1,4-Cyclohexanedione",C6H8O2,112.0524,637-88-7,10263,28286,n.a.
cpd:C08064,Saponarin,C27H30O15,594.1585,20310-89-8,10264,75439,C00006224
cpd:C08065,Butoconazole,C19H17Cl3N2S,410.0178,64872-76-0,10265,3240,n.a.
cpd:C08066,Butoconazole nitrate,C19H17Cl3N2S.,473.0134,64872-77-1,10266,3241,n.a.
cpd:C08067,Butenafine,C23H27N,317.2144,101828-21-1,10267,3238,n.a.
cpd:C08068,Econazole,C18H15Cl3N2O,380.025,27220-47-9,10268,4754,n.a.
cpd:C08069,Econazole nitrate,C18H15Cl3N2O.,443.0206,24169-02-6,10269,4755,n.a.
cpd:C08070,Miconazole nitrate,C18H14Cl4N2O.,476.9817,22832-87-7,10270,6924,n.a.
cpd:C08071,Naftifine,C21H21N,287.1674,65472-88-0,10271,7451,n.a.
cpd:C08072,Naftifine hydrochloride,C21H21N.,323.1441,65473-14-5,10272,7452,n.a.
cpd:C08073,Natamycin,C33H47NO13,665.3047,7681-93-8,10273,7488,n.a.
cpd:C08074,Oxiconazole,C18H13Cl4N3O,426.9813,64211-45-6,10274,7825,n.a.
cpd:C08075,Oxiconazole nitrate,C18H13Cl4N3O.,489.9769,64211-46-7,10275,7826,n.a.
cpd:C08076,Sulconazole,C18H15Cl3N2S,396.0022,61318-90-9,10276,77776,n.a.
cpd:C08079,Terbinafine,C21H25N,291.1987,91161-71-6,10279,9448,n.a.
cpd:C08080,Terconazole,C26H31Cl2N5O3,531.1804,67915-31-5,10280,9451,n.a.
cpd:C08082,Tioconazole,C16H13Cl3N2OS,385.9814,65899-73-2,10282,77898,n.a.
cpd:C08086,Amprenavir,C25H35N3O6S,505.2247,161814-49-9,10286,40050,n.a.
cpd:C08087,Delavirdine mesylate,C22H28N6O3S.,552.1825,147221-93-0,10287,4379,n.a.
cpd:C08088,Efavirenz,C14H9ClF3NO2,315.0274,154598-52-4,10288,119486,n.a.
cpd:C08089,Indinavir sulfate,C36H47N5O4.,711.3302,157810-81-6,10289,5899,n.a.
cpd:C08090,Dienestrol,C18H18O2,266.1307,84-17-3,10290,4518,n.a.
cpd:C08091,Nelfinavir mesylate,C32H45N3O4S.,663.3012,159989-65-8,10291,7497,n.a.
cpd:C08092,Oseltamivir,C16H28N2O4,312.2049,196618-13-0,10292,7798,n.a.
cpd:C08093,Oseltamivir phosphate,C16H28N2O4.,410.1818,204255-11-8,10293,7799,n.a.
cpd:C08094,Rimantadine hydrochloride,C12H21N.,215.1441,1501-84-4,10294,8865,n.a.
cpd:C08095,Zanamivir,C12H20N4O7,332.1332,139110-80-8,10295,50663,n.a.
cpd:C08098,Cefazolin sodium,C14H13N8O4S3.,476.012,27164-46-1,10298,n.a,n.a.
cpd:C08099,Cephalexin monohydrate,C16H17N3O4S.,365.1045,23325-78-2,10299,3535,n.a.
cpd:C08100,Cephalothin sodium,C16H15N2O6S2.,418.0269,58-71-9,10300,3542,n.a.
cpd:C08101,Cephapirin sodium,C17H16N3O6S2.,445.0378,24356-60-3,10301,3545,n.a.
cpd:C08102,Cefamandole nafate,C19H17N6O6S2.,512.0549,42540-40-9,10302,3481,n.a.
cpd:C08103,Cefmetazole,C15H17N7O5S3,471.0453,56796-20-4,10303,3489,n.a.
cpd:C08104,Cefmetazole sodium,C15H16N7O5S3.,493.0273,56796-39-5,10304,3490,n.a.
cpd:C08105,Cefonicid sodium,C18H16N6O8S3.,585.9987,61270-78-8,10305,3492,n.a.
cpd:C08106,Cefoxitin sodium,C16H16N3O7S2.,449.0327,33564-30-6,10306,3501,n.a.
cpd:C08107,Cefuroxime axetil,C20H22N4O10S,510.1057,64544-07-6,10307,3516,n.a.
cpd:C08108,Cefuroxime sodium,C16H15N4O8S.,446.0508,56238-63-2,10308,3517,n.a.
cpd:C08109,Loracarbef monohydrate,C16H16ClN3O4.,367.0935,121961-22-6,10309,6537,n.a.
cpd:C08110,Cefdinir,C14H13N5O5S2,395.0358,91832-40-5,10310,3485,n.a.
cpd:C08111,Cefepime,C19H24N6O5S2,480.125,88040-23-7,10311,478164,n.a.
cpd:C08112,Cefoperazone sodium,C25H26N9O8S2.,667.1243,62893-20-3,10312,3494,n.a.
cpd:C08113,Cefotaxime sodium,C16H16N5O7S2.,477.0389,64485-93-4,10313,3498,n.a.
cpd:C08114,Cefpodoxime,C15H17N5O6S2,427.062,80210-62-4,10314,3504,n.a.
cpd:C08115,Cefpodoxime proxetil,C21H27N5O9S2,557.125,87239-81-4,10315,3505,n.a.
cpd:C08117,Ceftibuten,C15H14N4O6S2,410.0355,97519-39-6,10317,3510,n.a.
cpd:C08118,Ceftizoxime sodium,C13H12N5O5S2.,405.0178,68401-82-1,10318,3512,n.a.
cpd:C08122,Bacampicillin,C21H27N3O7S,465.157,50972-17-3,10322,2968,n.a.
cpd:C08123,Bacampicillin hydrochloride,C21H27N3O7S.,501.1336,37661-08-8,10323,2969,n.a.
cpd:C08124,Nafcillin sodium,C21H21N2O5S.,436.1069,985-16-0,10324,7448,n.a.
cpd:C08126,Penicillin V,C16H18N2O5S,350.0936,87-08-1,10326,27446,n.a.
cpd:C08127,Paricalcitol,C27H44O3,416.329,131918-61-1,10327,7931,n.a.
cpd:C08129,Calcium carbonate,CaCO3,99.9473,471-34-1,10329,3311,n.a.
cpd:C08130,Calcium chloride anhydrous,CaCl2,109.9003,10043-52-4,10330,3312,n.a.
cpd:C08133,Calcium gluconate,(C6H11O7)2.,430.0635,299-28-5,10333,3309,n.a.
cpd:C08136,Tricalcium phosphate,Ca3(PO4)2,309.7946,7758-87-4,10336,9679,n.a.
cpd:C08141,Tiludronic acid,C7H9ClO6P2S,317.9284,89987-06-4,10341,9598,n.a.
cpd:C08142,Sodium fluoride,NaF,41.9882,7681-49-4,10342,28741,n.a.
cpd:C08145,Diethylstilbestrol diphosphate,C18H22O8P2,428.079,522-40-7,10345,4532,n.a.
cpd:C08146,Linezolid,C16H20FN3O4,337.1438,165800-03-3,10346,63607,n.a.
cpd:C08148,Hydroxyprogesterone caproate,C27H40O4,428.2927,630-56-8,10348,5812,n.a.
cpd:C08149,Levonorgestrel,C21H28O2,312.2089,797-63-7,10349,6443,n.a.
cpd:C08150,Medroxyprogesterone acetate,C24H34O4,386.2457,71-58-9,10350,6716,n.a.
cpd:C08151,Megestrol acetate,C24H32O4,384.2301,595-33-5,10351,6723,n.a.
cpd:C08152,Norethindrone acetate,C22H28O3,340.2038,51-98-9,10352,7628,n.a.
cpd:C08153,Norgestrel,C21H28O2,312.2089,6533-00-2,10353,6443,n.a.
cpd:C08154,Nandrolone decanoate,C28H44O3,428.329,360-70-3,10354,7467,n.a.
cpd:C08155,Nandrolone phenpropionate,C27H34O3,406.2508,62-90-8,10355,7468,n.a.
cpd:C08156,Testosterone cypionate,C27H40O3,412.2977,58-20-8,10356,9463,n.a.
cpd:C08157,Testosterone enanthate,C26H40O3,400.2977,315-37-7,10357,9464,n.a.
cpd:C08158,Testosterone propionate,C22H32O3,344.2351,57-85-2,10358,9466,n.a.
cpd:C08159,Anastrozole,C17H19N5,293.164,120511-73-1,10359,2704,n.a.
cpd:C08160,Bicalutamide,C18H14F4N2O4S,430.061,90357-06-5,10360,3090,n.a.
cpd:C08161,Clomiphene citrate,C26H28ClNO.,597.2129,50-41-9,10361,n.a,n.a.
cpd:C08162,Exemestane,C20H24O2,296.1776,107868-30-4,10362,4953,n.a.
cpd:C08163,Letrozole,C17H11N5,285.1014,112809-51-5,10363,6413,n.a.
cpd:C08164,Nilutamide,C12H10F3N3O4,317.0623,63612-50-0,10364,7573,n.a.
cpd:C08166,Toremifene,C26H28ClNO,405.1859,89778-26-7,10366,9635,n.a.
cpd:C08169,Meloxicam,C14H13N3O4S2,351.0347,71125-38-7,10369,6741,n.a.
cpd:C08171,Sodium thiosalicylate,C7H5O2S.,175.9908,134-23-6,10371,9182,n.a.
cpd:C08173,Cortisone acetate,C23H30O6,402.2042,50-04-4,10373,3897,n.a.
cpd:C08174,Dexamethasone acetate anhydrous,C24H31FO6,434.2105,1177-87-3,10374,4463,n.a.
cpd:C08175,Dexamethasone sodium phosphate,C22H28FO8P.,516.1301,2392-39-4,10375,n.a,n.a.
cpd:C08176,Hydrocortisone cypionate,C29H42O6,486.2981,508-99-6,10376,5783,n.a.
cpd:C08178,Hydrocortisone sodium succinate,C25H33O8.,484.2073,125-04-2,10378,5782,n.a.
cpd:C08179,Methylprednisolone acetate,C24H32O6,416.2199,53-36-1,10379,6889,n.a.
cpd:C08180,Prednisolone acetate,C23H30O6,402.2042,52-21-1,10380,8380,n.a.
cpd:C08182,Prednisolone tebutate,C27H38O6,458.2668,7681-14-3,10382,8381,n.a.
cpd:C08183,Triamcinolone acetonide,C24H31FO6,434.2105,76-25-5,10383,71418,n.a.
cpd:C08184,Triamcinolone diacetate,C25H31FO8,478.2003,67-78-7,10384,9669,n.a.
cpd:C08185,Triamcinolone hexacetonide,C30H41FO7,532.2836,5611-51-8,10385,9670,n.a.
cpd:C08186,Fludrocortisone acetate,C23H31FO6,422.2105,514-36-3,10386,5102,n.a.
cpd:C08187,Cabergoline,C26H37N5O2,451.2947,81409-90-7,10387,3286,n.a.
cpd:C08192,Sermorelin,C149H246N44O42S,3355.8187,86168-78-7,10391,9118,n.a.
cpd:C08193,Aurothioglucose,C6H11AuO5S,391.9993,12192-57-3,10392,2930,n.a.
cpd:C08195,Meclofenoxate,C12H16ClNO3,257.0819,51-68-3,10394,6712,n.a.
cpd:C08197,Neostigmine bromide,C12H19N2O2.,302.063,114-80-7,10396,179557,n.a.
cpd:C08200,Neostigmine methylsulfate,C12H19N2O2.,334.1199,51-60-5,10399,7516,n.a.
cpd:C08201,Acetylcholine chloride,C7H16NO2.,181.087,60-31-1,10400,2417,n.a.
cpd:C08202,Bethanechol chloride,C7H17N2O2.,196.0979,590-63-6,10401,n.a,n.a.
cpd:C08211,Doxercalciferol,C28H44O2,412.3341,54573-75-0,10410,4712,n.a.
cpd:C08212,Levothyroxine sodium anhydrous,C15H10I4NO4.,798.6686,55-03-8,10411,6446,n.a.
cpd:C08215,Thyroid,n.a.,0,8028-36-2,10414,9584,n.a.
cpd:C08217,Iopanoic acid,C11H12I3NO2,570.8002,96-83-3,10416,5951,n.a.
cpd:C08219,Potassium iodide,KI,165.8682,7681-11-0,10418,8346,n.a.
cpd:C08230,Hydroxocobalamin,C62H89CoN13O15P,1345.5671,13422-51-0,10429,27786,n.a.
cpd:C08233,Risedronic acid,C7H11NO7P2,283.0011,105462-24-6,10432,8869,n.a.
cpd:C08234,beta-Cymaropyranose,C7H14O4,162.0892,579-04-4,10433,10366,n.a.
cpd:C08235,Digitalose,C7H14O5,178.0841,07/08/4481,10434,10368,C00001116
cpd:C08236,alpha-D-Mannoheptulopyranose,C7H14O7,210.074,654-29-5,10435,28657,n.a.
cpd:C08237,Oleandrose,C7H14O4,162.0892,6786-76-1,10436,10423,n.a.
cpd:C08238,alpha-Galactosyl-(1-6)-alpha-galactosyl-(1-6)-alpha-galactosyl-(1-6)-alpha-galactosyl-(1-6)-alpha-glucosyl-(1-2)-beta-fructose,C36H62O31,990.3275,512-72-1,10437,28554,C00001133
cpd:C08239,Gentianose,C18H32O16,504.169,25954-44-3,10438,28782,C00001135
cpd:C08240,Gentiobiose,C12H22O11,342.1162,554-91-6,10439,28066,n.a.
cpd:C08241,Sodium 2-O-L-rhamnopyranosyl-4-deoxy-alpha-L-threo-hex-4-eno-pyranosiduronate,C12H17O10.,344.0719,145039-76-5,10440,9176,C00001138
cpd:C08242,Lychnose,C24H42O21,666.2219,512-65-2,10441,27603,C00001139
cpd:C08243,Melezitose,C18H32O16,504.169,597-12-6,10442,6731,C00001141
cpd:C08244,2-O-alpha-L-Rhamnopyranosyl-D-glucopyranose,C12H22O10,326.1213,17074-02-1,10443,73992,C00001143
cpd:C08245,6-O-beta-D-Xylopyranosyl-D-glucose,C11H20O10,312.1056,26531-85-1,10444,28784,n.a.
cpd:C08246,Robinobiose,C12H22O10,326.1213,17074-00-9,10445,28653,C00001146
cpd:C08247,Rutinose,C12H22O10,326.1213,90-74-4,10446,27522,C00001147
cpd:C08248,Sesamose,C24H42O21,666.2219,58985-23-2,10447,28754,C00001148
cpd:C08249,Pyrimidine 5'-deoxynucleotide,C9H14N2O6P,277.0589,n.a,10448,8676,n.a.
cpd:C08250,Sophorose,C12H22O11,342.1162,20880-64-2,10449,1230,n.a.
cpd:C08251,Umbelliferose,C18H32O16,504.169,546-60-1,10450,9859,C00001153
cpd:C08252,Verbascose,C30H52O26,828.2747,546-62-3,10451,28586,C00001154
cpd:C08253,Fucoidan,(C12H18O14S2)n.,0,9072-19-9,10452,5181,n.a.
cpd:C08254,Clusianose,C12H24O11,344.1319,24570-20-5,10453,3767,C00001159
cpd:C08255,Perseitol,C7H16O7,212.0896,527-06-0,10454,8029,C00001167
cpd:C08257,(-)-Quebrachitol,C7H14O6,194.079,642-38-6,10456,111,C00001169
cpd:C08258,(+)-Quercitol,C6H12O5,164.0685,488-73-3,10457,27371,C00001170
cpd:C08259,(-)-Viburnitol,C6H12O5,164.0685,488-76-6,10458,37600,C00001174
cpd:C08260,Volemitol,C7H16O7,212.0896,488-38-0,10459,10017,C00001175
cpd:C08261,Azelaic acid,C9H16O4,188.1049,123-99-9,10460,48131,C00045634
cpd:C08262,3-Methylbutanoic acid,C5H10O2,102.0681,503-74-2,10461,28484,C00001189
