annotation	cutoff.trusted	cutoff.noise	type	ec
TIGR02910	323.15	223.6	equivalog	1.8.-.-
TIGR02911	288.6	226.95	equivalog	1.8.-.-
TIGR02912	324.1	194.3	equivalog	1.8.-.-
TIGR02913	22.65	20.25	repeat	
TIGR02914	42.8	42.45	equivalog_domain	
TIGR02915	502.6	461.1	equivalog	
TIGR02916	300	200	equivalog	2.7.13.3
TIGR02917	312.2	217.45	equivalog	
TIGR02918	574.6	190.6	equivalog	2.4.1.-
TIGR02919	338.3	109.05	equivalog	2.4.1.-
TIGR02920	249.6	222.55	equivalog	
TIGR02921	200	100	hypoth_equivalog	
TIGR02922	64.95	62.65	hypoth_equivalog	
TIGR02923	240.5	169	equivalog	3.6.3.14
TIGR02924	561.35	403.25	equivalog	1.1.1.-
TIGR02925	108.9	56.6	equivalog	5.2.1.8
TIGR02926	48.5	38.75	equivalog	3.6.3.14
TIGR02927	423.45	379.5	equivalog	2.3.1.61
TIGR02928	181.3	175.55	subfamily	
TIGR02929	124.7	124.5	equivalog	1.18.6.1
TIGR02930	141.7	122.35	equivalog	1.18.6.1
TIGR02931	853.85	853.75	equivalog	1.18.6.1
TIGR02932	873.95	821.85	equivalog	1.18.6.1
TIGR02933	168.2	135.85	equivalog	
TIGR02934	41	37.4	equivalog	
TIGR02935	132.05	52.25	hypoth_equivalog	
TIGR02936	80.55	61.25	equivalog	
TIGR02937	42.9	34.2	superfamily	
TIGR02938	242.45	160.2	equivalog	
TIGR02939	236.15	170.45	equivalog	
TIGR02940	129.15	78.8	equivalog	
TIGR02941	315	258.9	equivalog	
TIGR02943	162.2	116.85	hypoth_equivalog	
TIGR02944	110.65	104.2	equivalog	
TIGR02945	143.4	118	hypoth_equivalog	
TIGR02946	309.95	161.3	subfamily	2.3.1.-
TIGR02947	251.55	200.15	hypoth_equivalog	
TIGR02948	243.1	162.4	equivalog	
TIGR02949	61.15	40.7	hypoth_equivalog	
TIGR02950	147.95	129.8	subfamily	
TIGR02951	214.1	149.95	equivalog	
TIGR02952	206.45	166	hypoth_equivalog	
TIGR02953	41	24.05	subfamily	
TIGR02954	188.5	158.05	hypoth_equivalog	
TIGR02955	310	107.05	equivalog	
TIGR02956	676.5	446	equivalog	2.7.13.3
TIGR02957	323.25	319.4	subfamily	
TIGR02959	168.65	150.85	hypoth_equivalog	
TIGR02960	264.75	180.5	hypoth_equivalog	
TIGR02961	277.9	118.6	equivalog	3.5.3.4
TIGR02962	87.45	79.8	equivalog	3.5.2.17
TIGR02963	467	283.2	equivalog	1.17.1.4
TIGR02964	161.6	152.75	equivalog	
TIGR02965	849.5	691	equivalog	1.17.1.4
TIGR02966	334.2	326.8	equivalog	2.7.3.-
TIGR02967	375.4	285.3	equivalog	3.5.4.3
TIGR02968	41.8	39.3	equivalog	
TIGR02969	1912.3	1910.3	subfamily	1.2.3.1
TIGR02970	52.3	40.65	equivalog	
TIGR02971	129	110.15	subfamily	
TIGR02972	77.75	67.85	equivalog	
TIGR02973	68.8	66.75	equivalog	
TIGR02974	443.55	339.45	equivalog	
TIGR02975	53.7	34.1	equivalog	
TIGR02976	51.7	32.35	equivalog	
TIGR02977	242.95	170.25	equivalog	
TIGR02978	104	71.35	equivalog	
TIGR02979	64.2	38.5	hypoth_equivalog	
TIGR02980	234.35	205.5	subfamily	
TIGR02981	126.3	72.85	exception	2.8.1.1
TIGR02982	295.8	241.85	subfamily	
TIGR02983	141.55	127.6	subfamily	
TIGR02984	183.75	109.35	subfamily	
TIGR02985	126.4	114.8	subfamily	
TIGR02986	443.85	207.6	equivalog	3.1.21.4
TIGR02987	353.5	116.1	subfamily_domain	2.1.1.72
TIGR02988	84.75	82.75	hypoth_equivalog	
TIGR02989	124.55	115.2	subfamily	
TIGR02990	318	232.7	equivalog	
TIGR02991	413.35	358.95	equivalog	
TIGR02992	471.65	324.45	equivalog	
TIGR02993	613	505.15	equivalog	3.-.-.-
TIGR02994	402.7	330.65	equivalog	
TIGR02995	190.9	172.5	equivalog	
TIGR02996	29.05	20.4	domain	
TIGR02997	384.5	361.85	subfamily	
TIGR02998	241.25	224.35	equivalog	
TIGR02999	126.15	88	subfamily	
TIGR03000	43.1	34	domain	
TIGR03001	154.6	76.8	subfamily	
TIGR03002	71.7	34.8	equivalog	
TIGR03003	205.2	197.05	equivalog	
TIGR03004	196.95	185.45	equivalog	
TIGR03005	345.4	345.2	equivalog	
TIGR03006	276.2	147.1	subfamily	
TIGR03007	278.85	184.85	subfamily	
TIGR03008	81.05	61.1	hypoth_equivalog	
TIGR03009	90.5	51.25	subfamily	
TIGR03010	94.15	54.35	equivalog	
TIGR03011	49.2	29.4	equivalog_domain	2.8.-.-
TIGR03012	89.25	57.15	hypoth_equivalog	
TIGR03013	393.35	373.1	subfamily	
TIGR03014	309.6	210.75	hypoth_equivalog	
TIGR03015	324.5	306.3	hypoth_equivalog	
TIGR03016	90.85	30	hypoth_equivalog	
TIGR03017	422.75	328.55	hypoth_equivalog	
TIGR03018	230.65	190.65	hypoth_equivalog_domain	2.7.10.2
TIGR03019	260.35	180.8	hypoth_equivalog	
TIGR03020	223.3	122.9	equivalog	
TIGR03021	34.65	28.45	hypoth_equivalog	
TIGR03022	403	308.55	subfamily	2.7.8.6
TIGR03023	410.75	364.25	equivalog	2.7.8.-
TIGR03024	23	22	domain	
TIGR03025	295.55	292.45	subfamily	
TIGR03026	189.8	105.1	subfamily	
TIGR03027	216.3	132.55	hypoth_equivalog	
TIGR03028	262.65	166.9	equivalog	
TIGR03029	313.8	206.9	equivalog	
TIGR03030	699.1	598.15	equivalog_domain	2.4.1.12
TIGR03031	399.4	399	equivalog	3.1.-.-
TIGR03032	251.5	71.3	hypoth_equivalog	
TIGR03033	68.05	56.2	subfamily_domain	
TIGR03034	156.45	77.55	subfamily	
TIGR03035	223.05	179.75	equivalog	3.5.1.9
TIGR03036	390.7	118.9	equivalog	1.13.11.11
TIGR03037	145.95	57.6	equivalog	1.13.11.6
TIGR03038	35.05	35	equivalog	
TIGR03039	630.8	325.65	equivalog	
TIGR03041	335	318.8	subfamily	
TIGR03042	106.9	66.4	equivalog	
TIGR03043	39.95	32.6	equivalog	
TIGR03044	117.35	56.75	equivalog	
TIGR03045	177.75	145.8	equivalog	
TIGR03046	148.35	147.95	equivalog	
TIGR03047	61.1	38.25	equivalog	
TIGR03048	130.65	66.3	equivalog	1.97.1.12
TIGR03049	67.95	42.8	equivalog	
TIGR03050	105.3	50.5	equivalog	
TIGR03051	104.55	31.5	equivalog	
TIGR03052	38.2	33.45	equivalog	
TIGR03053	22.85	22.6	equivalog	
TIGR03054	71.7	46.6	hypoth_equivalog	
TIGR03055	164.05	37.55	hypoth_equivalog	
TIGR03056	172.55	172.3	hypoth_equivalog	
TIGR03057	18.6	13.35	repeat	
TIGR03058	60	25	equivalog_domain	
TIGR03059	107.85	44.35	equivalog	
TIGR03060	139.3	92.1	equivalog	
TIGR03061	96.15	51.9	subfamily_domain	
TIGR03062	102.2	88.9	subfamily_domain	
TIGR03063	18.15	17.6	domain	
TIGR03064	153.75	65	equivalog	3.4.22.71
TIGR03065	21.35	21.2	subfamily_domain	
TIGR03066	93.25	33.55	paralog_domain	
TIGR03067	40.15	24.85	domain	
TIGR03068	24.5	23.5	domain	
TIGR03069	201.55	201.35	equivalog	
TIGR03070	71.65	61.3	subfamily	
TIGR03071	27.8	20.35	domain	
TIGR03072	166.65	142.7	equivalog	
TIGR03073	271.8	234.7	hypoth_equivalog	
TIGR03074	832.65	552.25	subfamily	1.1.-.-
TIGR03075	480.05	249.8	subfamily	1.1.2.-
TIGR03076	509.5	159.2	hypoth_equivalog	
TIGR03077	144.05	143.85	hypoth_equivalog	
TIGR03078	280.6	124.6	equivalog	1.14.13.25
TIGR03079	394.9	202.1	equivalog	1.14.13.25
TIGR03080	318.15	92.5	equivalog	1.14.13.25
TIGR03081	114.95	60.3	equivalog	5.1.99.1
TIGR03082	94.7	70.45	domain	
TIGR03083	50	41.55	domain	
TIGR03084	247.95	91.35	hypoth_equivalog	
TIGR03085	138.85	75.55	hypoth_equivalog	
TIGR03086	83	56.75	hypoth_equivalog	
TIGR03087	316.65	244.3	hypoth_equivalog	
TIGR03088	409.05	249.55	hypoth_equivalog	
TIGR03089	157.55	65.85	hypoth_equivalog	
TIGR03090	72.9	35.95	equivalog	
TIGR03091	57.15	35.1	equivalog	
TIGR03092	58.35	31.9	equivalog	
TIGR03093	51.85	26.65	equivalog	
TIGR03094	168.4	58.85	equivalog	
TIGR03095	146.7	68.5	equivalog	
TIGR03096	142.85	41.9	equivalog	
TIGR03097	188.1	124.05	hypoth_equivalog	
TIGR03098	592.35	525.25	hypoth_equivalog	
TIGR03099	478.45	416.1	hypoth_equivalog	
TIGR03100	168.45	166.15	hypoth_equivalog	
TIGR03101	202.75	111.9	hypoth_equivalog	
TIGR03102	93.8	78.4	subfamily_domain	
TIGR03103	569	306.3	hypoth_equivalog	
TIGR03104	570.1	413.3	hypoth_equivalog	
TIGR03105	469.6	446.3	equivalog	6.3.1.2
TIGR03106	397.75	397.55	hypoth_equivalog	
TIGR03107	469.7	469.5	equivalog	3.4.11.7
TIGR03108	816.9	728.35	hypoth_equivalog	
TIGR03109	265.9	204.5	hypoth_equivalog	3.4.22.-
TIGR03110	102.75	67.95	hypoth_equivalog	
TIGR03111	363.95	235.7	hypoth_equivalog	
TIGR03112	69.35	69	hypoth_equivalog_domain	
TIGR03113	275	240	hypoth_equivalog	
TIGR03114	197.55	22.65	hypoth_equivalog	
TIGR03115	102.85	24.05	hypoth_equivalog	
TIGR03116	210.15	17.2	hypoth_equivalog	
TIGR03117	592.45	47.45	hypoth_equivalog	
TIGR03118	79.95	77.85	hypoth_equivalog_domain	
TIGR03119	292.6	94.05	equivalog	2.3.1.101
TIGR03120	228.8	147.25	equivalog	3.5.4.27
TIGR03121	392.75	69.3	equivalog	1.2.99.5
TIGR03122	130.65	125.6	equivalog	1.2.99.5
TIGR03123	244.1	113	hypoth_equivalog	
TIGR03124	105.25	57.15	equivalog_domain	2.7.7.61
TIGR03125	272.3	252.45	equivalog_domain	2.4.2.52
TIGR03126	118.05	31.15	equivalog_domain	
TIGR03127	192.05	101.95	equivalog_domain	5.3.-.-
TIGR03128	243.4	146.85	equivalog_domain	4.1.2.43
TIGR03129	327.8	145.25	equivalog	1.2.99.5
TIGR03130	84.1	48.75	equivalog	
TIGR03131	297.9	271.6	equivalog	
TIGR03132	282.35	279.65	equivalog	2.4.2.52
TIGR03133	278.15	127.8	equivalog	4.1.1.88
TIGR03134	237.15	71.75	equivalog	4.1.1.88
TIGR03135	99.7	81.4	equivalog	2.7.7.66
TIGR03136	596.9	537.9	equivalog	
TIGR03137	272	208.15	equivalog	1.11.1.15
TIGR03138	293.45	223.6	equivalog	1.7.1.13
TIGR03139	86.9	81.05	equivalog	1.7.1.13
TIGR03140	502.9	400.1	equivalog	1.8.1.-
TIGR03141	25.95	25.7	equivalog	
TIGR03142	29.3	28.75	equivalog_domain	
TIGR03143	687.65	466.9	hypoth_equivalog	1.6.4.-
TIGR03144	187.6	138.75	equivalog	
TIGR03145	927.3	780.3	exception	
TIGR03146	166.6	68.35	equivalog	1.7.2.2
TIGR03147	159.2	155.65	exception	
TIGR03148	347.6	300.15	equivalog	1.7.2.2
TIGR03149	377.6	337.8	equivalog	1.7.2.2
TIGR03150	493.75	437.4	equivalog	2.3.1.179
TIGR03151	453.1	314.55	hypoth_equivalog	1.3.1.-
TIGR03152	692.5	576.85	exception	1.7.2.2
TIGR03153	134.2	75.3	equivalog	1.7.2.2
TIGR03154	468.4	27.45	equivalog	
TIGR03155	150.4	150.2	equivalog	
TIGR03156	216.75	123.05	equivalog	
TIGR03157	38	37.6	hypoth_equivalog	
TIGR03158	69.1	52.25	exception	
TIGR03159	41.4	39.7	hypoth_equivalog	
TIGR03160	319.3	137.65	equivalog	2.4.2.21
TIGR03161	152.5	84	equivalog	3.1.3.73
TIGR03162	162.9	155.6	equivalog	3.1.3.73
TIGR03164	96.25	83.45	equivalog_domain	4.1.1.-
TIGR03165	55.5	31.85	hypoth_equivalog	3.6.3.-
TIGR03166	100.1	54.05	hypoth_equivalog	3.6.3.-
TIGR03167	219.75	109.85	equivalog	2.9.1.-
TIGR03168	216.4	163.8	subfamily	2.7.1.-
TIGR03169	310	300	hypoth_equivalog_domain	
TIGR03170	54.65	45.75	equivalog_domain	
TIGR03171	582.1	581.95	equivalog	
TIGR03172	73.05	33.35	equivalog	
TIGR03173	414.15	371.25	subfamily	
TIGR03174	60	25	equivalog	
TIGR03175	496.2	410.6	equivalog	1.1.1.154
TIGR03176	597.75	535.15	equivalog	3.5.3.9
TIGR03177	71	45.3	equivalog	
TIGR03178	357.85	305.2	equivalog	3.5.2.5
TIGR03180	139.4	85.1	equivalog_domain	4.1.1.-
TIGR03181	411.35	405.85	equivalog	1.2.4.1
TIGR03182	393.85	371.65	equivalog	1.2.4.1
TIGR03183	290.4	218.7	equivalog	
TIGR03184	71.85	25.1	equivalog	
TIGR03185	245.85	38.5	equivalog	
TIGR03186	1408.3	1356.4	exception	
TIGR03187	58.85	51.45	domain	
TIGR03188	42.7	30.95	equivalog_domain	3.6.1.31
TIGR03189	292.5	122.95	equivalog	4.2.1.100
TIGR03190	453.8	173.15	equivalog	1.3.7.8
TIGR03191	448.6	261.45	equivalog	1.3.7.8
TIGR03192	380.2	280.95	equivalog	1.3.7.8
TIGR03193	257.8	203.85	equivalog	1.3.7.9
TIGR03194	994.55	663.75	equivalog	1.3.7.9
TIGR03195	404.55	188	equivalog	1.3.7.9
TIGR03196	783.65	665.15	equivalog	1.17.1.4
TIGR03197	174.2	150.7	equivalog_domain	
TIGR03198	254.3	197.75	equivalog	1.17.1.4
TIGR03199	306.05	164	equivalog	1.17.1.4
TIGR03200	464.45	187.35	equivalog	3.-.-.-
TIGR03201	338.65	213.5	equivalog	1.1.1.-
TIGR03202	235.05	148.05	hypoth_equivalog	
TIGR03203	652.7	436.2	equivalog	1.3.1.62
TIGR03204	623.85	564.55	equivalog	1.3.1.62
TIGR03205	705.6	469.35	equivalog	6.2.1.23
TIGR03206	431.2	347.25	equivalog	1.1.1.-
TIGR03207	575.35	278.45	equivalog	1.1.1.-
TIGR03208	792.3	492.6	equivalog	6.2.1.-
TIGR03209	138.35	54.25	equivalog	
TIGR03210	467.6	352.35	equivalog	3.7.-.-
TIGR03211	320.2	237.95	equivalog	1.13.11.2
TIGR03212	424.6	391.6	hypoth_equivalog_domain	
TIGR03213	366.45	154.4	equivalog	1.13.11.39
TIGR03214	297.15	230.9	hypoth_equivalog	
TIGR03215	282.25	98.2	equivalog	1.2.1.10
TIGR03216	693.25	576.75	equivalog	1.2.1.-
TIGR03217	286	147.55	equivalog	4.1.3.39
TIGR03218	350.55	294.2	equivalog	4.1.1.77
TIGR03219	446.35	353.45	equivalog	1.14.13.1
TIGR03220	408.8	247.25	equivalog	4.2.-.-
TIGR03221	130.6	33.5	equivalog	5.3.3.4
TIGR03222	712.3	228.25	equivalog	4.1.2.44
TIGR03223	248.95	238.4	hypoth_equivalog	
TIGR03224	459.2	260.8	equivalog	1.14.12.21
TIGR03225	499.1	219.65	equivalog	1.14.12.21
TIGR03226	283.45	214.05	equivalog	
TIGR03227	395.3	234.75	equivalog	
TIGR03228	671.9	671.65	equivalog	1.14.12.1
TIGR03229	780.95	566.1	equivalog	1.14.12.10
TIGR03230	822.75	658.9	equivalog	3.1.1.34
TIGR03231	213.5	176.2	equivalog	1.14.12.1
TIGR03232	225.55	199.9	equivalog	1.14.12.10
TIGR03233	328	166.95	hypoth_equivalog	
TIGR03234	353.45	349.15	equivalog	5.3.1.22
TIGR03235	480	465	equivalog	2.8.1.7
TIGR03236	20	10	equivalog	
TIGR03237	620.65	423.35	equivalog	
TIGR03238	50	30	equivalog	
TIGR03239	406.75	372.15	equivalog	4.1.2.20
TIGR03240	579.3	353.65	equivalog	1.2.1.71
TIGR03241	538.3	289.85	equivalog	3.5.3.23
TIGR03242	305.65	46.2	equivalog	3.5.1.96
TIGR03243	284.35	99.9	subfamily	2.3.1.-
TIGR03244	391	358.2	equivalog	2.3.1.109
TIGR03245	458.8	387.7	equivalog	2.3.1.109
TIGR03246	609.95	579.1	subfamily	2.6.1.81
TIGR03247	828.7	626.05	equivalog	4.2.1.40
TIGR03248	730.85	634.95	equivalog	4.2.1.42
TIGR03249	373.95	332.85	equivalog	4.2.1.41
TIGR03250	635.65	457.95	equivalog	1.2.1.-
TIGR03251	520.8	271.5	equivalog	2.6.1.36
TIGR03252	136.5	66.4	hypoth_equivalog	
TIGR03253	504.2	371.3	equivalog	2.8.3.16
TIGR03254	739.4	649.8	equivalog	4.1.1.8
TIGR03255	358.7	251.85	equivalog	
TIGR03256	767.75	314.45	equivalog	2.8.4.1
TIGR03257	516.25	173.35	equivalog	2.8.4.1
TIGR03258	499.15	399.1	equivalog	
TIGR03259	172.1	171.6	equivalog	2.8.4.1
TIGR03260	100	50	equivalog	
TIGR03261	392.75	265.65	equivalog	
TIGR03262	593.25	358.2	equivalog	
TIGR03263	160.45	132.6	equivalog	2.7.4.8
TIGR03264	213.5	51.55	equivalog	
TIGR03265	457.7	436.65	equivalog	
TIGR03266	365	265	hypoth_equivalog	
TIGR03267	365	335	hypoth_equivalog	
TIGR03268	234.45	231.8	hypoth_equivalog	
TIGR03269	517.1	410.9	equivalog	
TIGR03270	190	185	hypoth_equivalog	
TIGR03271	140.25	43.9	hypoth_equivalog	
TIGR03272	125.95	76.7	hypoth_equivalog	
TIGR03274	349.15	168.25	hypoth_equivalog	
TIGR03275	232.7	114.4	hypoth_equivalog	
TIGR03276	214.6	195.05	hypoth_equivalog	
TIGR03277	96.2	95.6	hypoth_equivalog_domain	
TIGR03278	350	250	equivalog	
TIGR03279	574.7	170.25	hypoth_equivalog	
TIGR03280	255.8	127.6	hypoth_equivalog	
TIGR03281	180.85	159	hypoth_equivalog	
TIGR03282	268.4	263.9	hypoth_equivalog	
TIGR03283	174.55	112.65	equivalog	2.1.1.-
TIGR03284	108.35	90.6	equivalog	2.1.1.45
TIGR03285	274	273.7	hypoth_equivalog	
TIGR03286	455.75	275.55	hypoth_equivalog	
TIGR03287	363.95	232.7	hypoth_equivalog	
TIGR03288	345.15	257.95	equivalog	1.8.98.1
TIGR03289	331.5	277.95	equivalog	1.12.98.1
TIGR03290	160	125	equivalog	1.8.98.1
TIGR03291	67.1	64.8	hypoth_equivalog	
TIGR03292	91.5	58.65	equivalog	
TIGR03293	89	47.3	equivalog	
TIGR03294	245.5	167.65	equivalog	1.12.98.1
TIGR03295	392.5	280.8	equivalog	1.12.98.1
TIGR03296	110.8	31.3	domain	3.4.24.-
TIGR03297	312.5	237.85	equivalog	4.1.1.82
TIGR03298	273.55	127.45	subfamily	
TIGR03299	110.7	102.35	subfamily	
TIGR03300	285.2	249.65	equivalog	
TIGR03301	360.8	290.05	subfamily	2.6.1.-
TIGR03302	81.4	69	subfamily	
TIGR03303	297.15	192.15	equivalog	
TIGR03304	10	7.5	domain	
TIGR03305	752	678	exception	3.6.3.-
TIGR03306	302.1	250.2	exception	3.6.3.-
TIGR03307	272.25	188.2	equivalog	
TIGR03308	201.65	175.65	hypoth_equivalog	
TIGR03309	220	205	hypoth_equivalog	
TIGR03310	186.45	182.8	equivalog	2.7.7.76
TIGR03311	830.45	680.95	equivalog	1.17.1.4
TIGR03312	241.5	87.85	hypoth_equivalog	
TIGR03313	1101.9	526.5	hypoth_equivalog	
TIGR03314	455.5	348.85	subfamily	
TIGR03315	835.3	354.45	equivalog	
TIGR03316	500	300	equivalog	2.1.3.-
TIGR03317	34.4	33.25	signature	
TIGR03318	49.7	40.6	hypoth_equivalog	
TIGR03319	454.35	251.35	equivalog	3.1.-.-
TIGR03321	224.7	152.75	exception	3.6.3.-
TIGR03322	130.85	120.45	exception	3.6.3.-
TIGR03323	282.35	115.3	exception	3.6.3.-
TIGR03324	750.5	708.6	exception	3.6.3.-
TIGR03325	459.85	417.05	equivalog	1.3.1.56
TIGR03326	497.45	497.05	equivalog	4.1.1.39
TIGR03327	535	516.45	equivalog	2.4.-.-
TIGR03328	137.05	128.75	equivalog	4.2.-.-
TIGR03329	632.8	501.95	hypoth_equivalog	
TIGR03330	75.65	70.45	equivalog	4.1.1.50
TIGR03331	255.8	157.3	equivalog	4.1.1.50
TIGR03332	513.6	359.2	equivalog	5.3.2.-
TIGR03333	303.2	129.15	equivalog	3.1.3.-
TIGR03334	205.8	88.7	equivalog	1.2.7.8
TIGR03335	458.7	458.45	equivalog	2.7.7.-
TIGR03336	650.9	343.55	equivalog	1.2.7.8
TIGR03337	296.75	294.6	equivalog	
TIGR03338	271.5	242.05	equivalog	
TIGR03339	341.1	238.95	subfamily	
TIGR03340	288.15	199.35	hypoth_equivalog	
TIGR03341	269.35	97.85	hypoth_equivalog	
TIGR03342	53.5	40.95	subfamily	
TIGR03343	462.15	425.45	equivalog	3.7.1.-
TIGR03344	58.9	32.4	subfamily	
TIGR03345	884.95	881.25	equivalog	
TIGR03346	1232.1	1085.1	equivalog	
TIGR03347	143.3	113.85	hypoth_equivalog	
TIGR03348	388.15	382.05	hypoth_equivalog	
TIGR03349	89.95	51.4	subfamily_domain	
TIGR03350	139.8	133.8	equivalog_domain	
TIGR03351	218.9	116.85	hypoth_equivalog	
TIGR03352	31.6	26.4	hypoth_equivalog	
TIGR03353	211.6	139.2	hypoth_equivalog	
TIGR03354	120.25	92.95	hypoth_equivalog	
TIGR03355	271.5	110.15	hypoth_equivalog	
TIGR03356	478.5	453.85	equivalog	
TIGR03357	53.2	50.6	hypoth_equivalog	
TIGR03358	97.25	35.5	hypoth_equivalog	
TIGR03359	260.3	213.3	hypoth_equivalog	
TIGR03360	124.2	26.15	hypoth_equivalog	
TIGR03361	186.35	180.6	subfamily_domain	
TIGR03362	230.1	105.8	hypoth_equivalog	
TIGR03363	160.85	98.15	hypoth_equivalog	
TIGR03364	285.1	179.4	hypoth_equivalog	
TIGR03365	206.1	99.25	equivalog	
TIGR03366	328.1	246.55	hypoth_equivalog	
TIGR03367	89.25	76.9	equivalog	
TIGR03368	410.2	208.5	hypoth_equivalog	
TIGR03369	244.65	121.3	equivalog	
TIGR03370	25.35	17.6	subfamily_domain	
TIGR03371	157.85	104.25	equivalog	
TIGR03372	658.65	467.15	equivalog	2.6.1.82
TIGR03373	41.2	33.7	hypoth_equivalog_domain	
TIGR03374	909.3	475.65	equivalog	1.2.1.19
TIGR03375	693.1	586.85	subfamily	
TIGR03376	285.5	242.7	equivalog	1.1.1.8
TIGR03377	552.8	485.3	equivalog	1.1.5.3
TIGR03378	174.15	113.6	equivalog	1.1.5.3
TIGR03379	279.9	222.45	equivalog	1.1.5.3
TIGR03380	381.8	309.3	equivalog	3.5.3.12
TIGR03381	410.25	304.05	equivalog	3.5.1.53
TIGR03382	15.85	14.85	domain	
TIGR03383	168.4	78.9	equivalog	1.7.3.3
TIGR03384	201.3	127.7	equivalog	
TIGR03385	578.8	530.8	equivalog	1.8.1.14
TIGR03388	614.8	402.5	equivalog	1.10.3.3
TIGR03389	558.9	368.45	equivalog	1.10.3.2
TIGR03390	445.35	295.4	equivalog	1.10.3.3
TIGR03391	136.4	136.15	equivalog	2.8.1.7
TIGR03392	493.6	493.4	equivalog	2.8.1.7
TIGR03393	946	696	equivalog	4.1.1.74
TIGR03394	554.5	464.6	equivalog	4.1.1.74 4.1.1.43
TIGR03395	248.2	178.8	equivalog	3.1.4.12
TIGR03396	580.25	465.55	equivalog	3.1.4.3
TIGR03397	362.75	129.05	subfamily	3.1.-.-
TIGR03398	99.1	98.6	equivalog	
TIGR03399	250.05	146.1	equivalog	6.5.1.4
TIGR03400	227.95	189.65	equivalog	
TIGR03401	109.85	78.85	subfamily	4.2.1.-
TIGR03402	530.75	445.25	equivalog	2.8.1.7
TIGR03403	587.7	446.3	equivalog	2.8.1.7
TIGR03404	254.2	151.1	subfamily	
TIGR03405	423.7	256.1	hypoth_equivalog	
TIGR03406	202.6	153.3	hypoth_equivalog	
TIGR03407	492.75	378.35	exception	
TIGR03408	296.2	165.95	equivalog	
TIGR03409	250.3	217.9	equivalog	
TIGR03410	285.8	252.55	equivalog	
TIGR03411	304.1	268.4	equivalog	
TIGR03412	40.4	24.95	equivalog	
TIGR03413	200.8	133	equivalog	3.1.2.6
TIGR03414	379.05	191.5	subfamily	
TIGR03415	483.75	428.45	equivalog	
TIGR03416	363	353.05	equivalog	
TIGR03417	433.45	224.8	equivalog	3.1.6.6
TIGR03418	324.8	282.4	hypoth_equivalog	
TIGR03419	187.9	181.15	equivalog	
TIGR03420	194.8	128.1	equivalog	
TIGR03421	53.25	47.8	equivalog	
TIGR03422	94	80.9	exception	
TIGR03423	455	390.25	equivalog	
TIGR03424	284.7	181.85	hypoth_equivalog	
TIGR03425	205.95	198.45	hypoth_equivalog	
TIGR03426	34.85	27.15	equivalog	
TIGR03427	333.9	167.2	hypoth_equivalog	
TIGR03428	740.45	315	hypoth_equivalog	
TIGR03429	163.85	69.85	subfamily	2.5.-.-
TIGR03430	740.75	353.75	equivalog	2.5.1.34
TIGR03431	261.1	230.15	equivalog	
TIGR03432	808.15	486.05	hypoth_equivalog	
TIGR03433	101.8	99.3	paralog	
TIGR03434	622.3	303.15	paralog	
TIGR03435	40	22	paralog	
TIGR03436	81.25	61.4	subfamily_domain	
TIGR03437	29.05	21.95	paralog_domain	
TIGR03438	290.9	210	equivalog	2.1.1.44
TIGR03439	205.55	205.25	subfamily_domain	2.1.1.-
TIGR03440	240	210	subfamily	
TIGR03441	274.6	178.5	equivalog	
TIGR03442	218.65	200.1	equivalog	
TIGR03443	1030.1	715.1	equivalog	1.2.1.31
TIGR03444	370.8	278.85	equivalog	6.3.2.2
TIGR03445	224.35	203	equivalog	3.5.1.103
TIGR03446	277.15	227.9	equivalog	
TIGR03447	485.1	427.15	equivalog	6.3.1.13
TIGR03448	163.1	55.9	equivalog	2.3.1.189
TIGR03449	462.5	386.1	equivalog	2.4.1.250
TIGR03450	638	582.4	equivalog	5.5.1.-
TIGR03451	512.9	512.15	equivalog	1.1.1.306
TIGR03452	635.65	411.55	equivalog	1.8.1.15
TIGR03453	348.45	228.65	equivalog	
TIGR03454	201.5	106	equivalog	
TIGR03455	40.05	34.1	equivalog_domain	2.4.2.17
TIGR03457	676.4	462.4	equivalog	2.3.3.15
TIGR03458	658.7	610.3	subfamily	2.8.3.-
TIGR03459	439.4	301.6	hypoth_equivalog	
TIGR03460	154.7	131.6	hypoth_equivalog	
TIGR03461	176.85	152.05	equivalog	4.1.3.38
TIGR03462	39.4	29.5	subfamily_domain	
TIGR03463	851	850.75	subfamily	5.4.99.8
TIGR03464	250.45	201	equivalog	2.4.1.21
TIGR03465	278.6	251.35	equivalog	2.5.1.21
TIGR03466	367.65	307.9	hypoth_equivalog	
TIGR03467	283.05	261.9	hypoth_equivalog	
TIGR03468	187.1	169.05	hypoth_equivalog	
TIGR03469	379.25	242.4	hypoth_equivalog	
TIGR03470	225.05	162.35	hypoth_equivalog	
TIGR03471	577.6	577.4	hypoth_equivalog	
TIGR03472	310	242.15	hypoth_equivalog	
TIGR03473	232.6	190.85	hypoth_equivalog	
TIGR03474	446.9	58.15	equivalog	
TIGR03475	35.05	34	equivalog	
TIGR03476	195.65	167	subfamily	
TIGR03477	169.85	37.65	subfamily	
TIGR03478	480.7	319.4	subfamily	
TIGR03479	984.75	559.05	subfamily	
TIGR03480	751.85	401.6	hypoth_equivalog	
TIGR03481	160.1	128.75	hypoth_equivalog	
TIGR03482	152.3	83.3	subfamily	
TIGR03483	62.95	27.6	equivalog_domain	
TIGR03485	80.85	80.35	hypoth_equivalog_domain	
